"entity_id","state","last_changed"
"sensor.boiler_power_minute_average","unavailable","2024-12-01T16:26:43.135858+00:00"
"sensor.boiler_power_minute_average","0.0","2024-12-01T16:27:45.468713+00:00"
"sensor.boiler_power_minute_average","517.774247233073","2024-12-01T16:59:47.759663+00:00"
"sensor.boiler_power_minute_average","913.126857503255","2024-12-01T17:00:47.533976+00:00"
"sensor.boiler_power_minute_average","0.0","2024-12-01T17:02:47.304940+00:00"
"sensor.boiler_power_minute_average","808.193543497721","2024-12-01T17:54:47.312534+00:00"
"sensor.boiler_power_minute_average","848.337325032552","2024-12-01T17:56:47.297452+00:00"
"sensor.boiler_power_minute_average","0.0","2024-12-01T17:58:47.319741+00:00"
