"entity_id","state","last_changed"
"sensor.dryer_power_minute_average_2","1.80057470003764","2024-12-01T15:16:33.310355+00:00"
"sensor.dryer_power_minute_average_2","10.0229944116929","2024-12-01T15:18:33.534787+00:00"
"sensor.dryer_power_minute_average_2","10.0089134852091","2024-12-01T15:20:33.651175+00:00"
"sensor.dryer_power_minute_average_2","10.0942874749502","2024-12-01T15:22:33.327117+00:00"
"sensor.dryer_power_minute_average_2","8.68312095006307","2024-12-01T15:23:33.291231+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T15:25:33.332473+00:00"
"sensor.dryer_power_minute_average_2","unavailable","2024-12-01T16:26:43.135526+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T16:27:45.468238+00:00"
"sensor.dryer_power_minute_average_2","9.84925355911255","2024-12-01T16:33:45.282108+00:00"
"sensor.dryer_power_minute_average_2","5.58307609558105","2024-12-01T16:35:45.309675+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T16:37:45.535918+00:00"
"sensor.dryer_power_minute_average_2","4.10732484658559","2024-12-01T16:59:47.759506+00:00"
"sensor.dryer_power_minute_average_2","7.32274271647135","2024-12-01T17:00:47.533490+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T17:02:47.304479+00:00"
"sensor.dryer_power_minute_average_2","5.34166728655497","2024-12-01T17:54:47.312022+00:00"
"sensor.dryer_power_minute_average_2","6.00428841114044","2024-12-01T17:56:47.296951+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T17:58:47.319309+00:00"
"sensor.dryer_power_minute_average_2","7.21529498100281","2024-12-01T18:10:47.271249+00:00"
"sensor.dryer_power_minute_average_2","6.44182125727336","2024-12-01T18:12:47.496594+00:00"
"sensor.dryer_power_minute_average_2","4.56947768529256","2024-12-01T18:14:47.330599+00:00"
"sensor.dryer_power_minute_average_2","7.75534416039785","2024-12-01T18:16:47.273569+00:00"
"sensor.dryer_power_minute_average_2","7.73821659882863","2024-12-01T18:18:47.281917+00:00"
"sensor.dryer_power_minute_average_2","1.0217659552892","2024-12-01T18:20:47.287335+00:00"
"sensor.dryer_power_minute_average_2","1.03322108586629","2024-12-01T18:22:47.332700+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T18:24:47.290552+00:00"
"sensor.dryer_power_minute_average_2","5.53080521424611","2024-12-01T18:31:47.311578+00:00"
"sensor.dryer_power_minute_average_2","6.2809725522995","2024-12-01T18:33:47.303919+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T18:35:47.278394+00:00"
"sensor.dryer_power_minute_average_2","6.0894790093104","2024-12-01T18:43:47.290466+00:00"
"sensor.dryer_power_minute_average_2","5.31830945014954","2024-12-01T18:45:47.253803+00:00"
"sensor.dryer_power_minute_average_2","2.1591691493988","2024-12-01T18:46:47.273700+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T18:47:47.338357+00:00"
"sensor.dryer_power_minute_average_2","5.69231437047323","2024-12-01T18:54:47.312790+00:00"
"sensor.dryer_power_minute_average_2","5.66346006393433","2024-12-01T18:56:47.310031+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T18:58:47.645707+00:00"
"sensor.dryer_power_minute_average_2","1323.95019429525","2024-12-01T19:11:47.321869+00:00"
"sensor.dryer_power_minute_average_2","2605.66383870443","2024-12-01T19:13:47.589896+00:00"
"sensor.dryer_power_minute_average_2","2605.81137695313","2024-12-01T19:15:47.303759+00:00"
"sensor.dryer_power_minute_average_2","94.5685628255208","2024-12-01T19:17:47.289623+00:00"
"sensor.dryer_power_minute_average_2","2602.96603597005","2024-12-01T19:19:47.298984+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T19:21:47.276859+00:00"
"sensor.dryer_power_minute_average_2","2602.8096476237","2024-12-01T19:23:47.266059+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T19:25:47.328432+00:00"
"sensor.dryer_power_minute_average_2","809.118572998047","2024-12-01T19:27:47.336671+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T19:29:47.398530+00:00"
"sensor.dryer_power_minute_average_2","2566.15825805664","2024-12-01T19:48:47.270161+00:00"
"sensor.dryer_power_minute_average_2","2570.0292561849","2024-12-01T19:50:47.291371+00:00"
"sensor.dryer_power_minute_average_2","2581.23056640625","2024-12-01T19:52:47.293099+00:00"
"sensor.dryer_power_minute_average_2","2579.57494303385","2024-12-01T19:54:47.298476+00:00"
"sensor.dryer_power_minute_average_2","1437.22977294922","2024-12-01T19:56:48.297701+00:00"
"sensor.dryer_power_minute_average_2","2583.1478922526","2024-12-01T19:58:48.342320+00:00"
"sensor.dryer_power_minute_average_2","2582.15717366537","2024-12-01T20:00:48.305395+00:00"
"sensor.dryer_power_minute_average_2","1896.34419555664","2024-12-01T20:02:48.348829+00:00"
"sensor.dryer_power_minute_average_2","1175.43643798828","2024-12-01T20:03:48.301528+00:00"
"sensor.dryer_power_minute_average_2","2583.2805094401","2024-12-01T20:04:48.327007+00:00"
"sensor.dryer_power_minute_average_2","2581.22889811198","2024-12-01T20:05:48.287284+00:00"
"sensor.dryer_power_minute_average_2","363.824871826172","2024-12-01T20:07:48.361656+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T20:09:48.350982+00:00"
"sensor.dryer_power_minute_average_2","5.16064561208089","2024-12-01T20:11:48.286334+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T20:13:48.289384+00:00"
"sensor.dryer_power_minute_average_2","393.061440022786","2024-12-01T20:24:48.398317+00:00"
"sensor.dryer_power_minute_average_2","2605.53092447917","2024-12-01T20:26:48.279280+00:00"
"sensor.dryer_power_minute_average_2","2599.25569661458","2024-12-01T20:28:48.327287+00:00"
"sensor.dryer_power_minute_average_2","875.372416178385","2024-12-01T20:30:48.322303+00:00"
"sensor.dryer_power_minute_average_2","384.750663248698","2024-12-01T20:32:48.269179+00:00"
"sensor.dryer_power_minute_average_2","479.872619628906","2024-12-01T20:33:48.308494+00:00"
"sensor.dryer_power_minute_average_2","2609.43336995443","2024-12-01T20:34:48.384908+00:00"
"sensor.dryer_power_minute_average_2","353.403213500977","2024-12-01T20:35:48.338905+00:00"
"sensor.dryer_power_minute_average_2","2626.54208577474","2024-12-01T20:37:48.268101+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T20:39:48.345308+00:00"
"sensor.dryer_power_minute_average_2","655.160010910034","2024-12-01T20:41:48.292143+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T20:43:48.260143+00:00"
"sensor.dryer_power_minute_average_2","493.372175089518","2024-12-01T20:45:48.688292+00:00"
"sensor.dryer_power_minute_average_2","0.0","2024-12-01T20:46:48.293334+00:00"
