"entity_id","state","last_changed"
"sensor.range_power_minute_average","unavailable","2024-12-01T16:26:43.136152+00:00"
"sensor.range_power_minute_average","0.0","2024-12-01T16:27:45.468912+00:00"
"sensor.range_power_minute_average","3.84067958990733","2024-12-01T16:59:47.759789+00:00"
"sensor.range_power_minute_average","6.90859722296397","2024-12-01T17:00:47.534370+00:00"
"sensor.range_power_minute_average","0.0","2024-12-01T17:02:47.305315+00:00"
"sensor.range_power_minute_average","186.739754740397","2024-12-01T17:52:47.323742+00:00"
"sensor.range_power_minute_average","215.722014490763","2024-12-01T17:54:47.312856+00:00"
"sensor.range_power_minute_average","209.970738601685","2024-12-01T17:56:47.297776+00:00"
"sensor.range_power_minute_average","227.534941482544","2024-12-01T17:58:47.320062+00:00"
"sensor.range_power_minute_average","61.5595835367838","2024-12-01T18:00:47.312118+00:00"
"sensor.range_power_minute_average","0.0","2024-12-01T18:02:47.319824+00:00"
"sensor.range_power_minute_average","47.1044311523438","2024-12-01T18:04:47.294435+00:00"
"sensor.range_power_minute_average","264.531135940552","2024-12-01T18:06:47.258356+00:00"
"sensor.range_power_minute_average","288.031236966451","2024-12-01T18:08:47.317655+00:00"
"sensor.range_power_minute_average","2170.99207763672","2024-12-01T18:10:47.271947+00:00"
"sensor.range_power_minute_average","2144.54558105469","2024-12-01T18:12:47.497321+00:00"
"sensor.range_power_minute_average","1937.841796875","2024-12-01T18:14:47.331393+00:00"
"sensor.range_power_minute_average","1882.66518961589","2024-12-01T18:16:47.273838+00:00"
"sensor.range_power_minute_average","1882.05610555013","2024-12-01T18:18:47.282721+00:00"
"sensor.range_power_minute_average","1907.26036987305","2024-12-01T18:20:47.288144+00:00"
"sensor.range_power_minute_average","1907.10243530273","2024-12-01T18:22:47.333464+00:00"
"sensor.range_power_minute_average","0.0","2024-12-01T18:24:47.290772+00:00"
"sensor.range_power_minute_average","1928.72047526042","2024-12-01T18:31:47.312330+00:00"
"sensor.range_power_minute_average","1916.17871704102","2024-12-01T18:33:47.304182+00:00"
"sensor.range_power_minute_average","0.0","2024-12-01T18:35:47.279098+00:00"
"sensor.range_power_minute_average","1940.22204182943","2024-12-01T18:43:47.291237+00:00"
"sensor.range_power_minute_average","1923.46910807292","2024-12-01T18:45:47.254016+00:00"
"sensor.range_power_minute_average","695.659350585938","2024-12-01T18:46:47.273925+00:00"
"sensor.range_power_minute_average","0.0","2024-12-01T18:47:47.338549+00:00"
"sensor.range_power_minute_average","1946.67757568359","2024-12-01T18:54:47.313535+00:00"
"sensor.range_power_minute_average","1923.43631184896","2024-12-01T18:56:47.310765+00:00"
"sensor.range_power_minute_average","0.0","2024-12-01T18:58:47.646425+00:00"
"sensor.range_power_minute_average","9.87391761144002","2024-12-01T19:01:47.360940+00:00"
"sensor.range_power_minute_average","0.0","2024-12-01T19:03:47.371744+00:00"
"sensor.range_power_minute_average","7.69444340070089","2024-12-01T19:13:47.590393+00:00"
"sensor.range_power_minute_average","7.22178206443787","2024-12-01T19:15:47.304584+00:00"
"sensor.range_power_minute_average","0.24076300462087","2024-12-01T19:17:47.289893+00:00"
"sensor.range_power_minute_average","7.23880705038707","2024-12-01T19:19:47.299274+00:00"
