entity_id,state,last_changed
sensor.xcel_itron_5_instantaneous_demand_value,1039,2024-10-20T05:00:00.000Z
sensor.xcel_itron_5_instantaneous_demand_value,1057,2024-10-20T05:00:05.516Z
sensor.xcel_itron_5_instantaneous_demand_value,1037,2024-10-20T05:00:11.297Z
sensor.xcel_itron_5_instantaneous_demand_value,1024,2024-10-20T05:00:16.982Z
sensor.xcel_itron_5_instantaneous_demand_value,996,2024-10-20T05:00:23.706Z
sensor.xcel_itron_5_instantaneous_demand_value,1027,2024-10-20T05:00:29.553Z
sensor.xcel_itron_5_instantaneous_demand_value,1015,2024-10-20T05:00:35.919Z
sensor.xcel_itron_5_instantaneous_demand_value,1067,2024-10-20T05:00:41.814Z
sensor.xcel_itron_5_instantaneous_demand_value,1051,2024-10-20T05:00:47.458Z
sensor.xcel_itron_5_instantaneous_demand_value,1043,2024-10-20T05:00:53.466Z
sensor.xcel_itron_5_instantaneous_demand_value,1039,2024-10-20T05:00:59.122Z
sensor.xcel_itron_5_instantaneous_demand_value,1017,2024-10-20T05:01:05.369Z
sensor.xcel_itron_5_instantaneous_demand_value,1058,2024-10-20T05:01:11.508Z
sensor.xcel_itron_5_instantaneous_demand_value,1034,2024-10-20T05:01:17.243Z
sensor.xcel_itron_5_instantaneous_demand_value,1040,2024-10-20T05:01:23.284Z
sensor.xcel_itron_5_instantaneous_demand_value,1022,2024-10-20T05:01:29.222Z
sensor.xcel_itron_5_instantaneous_demand_value,1039,2024-10-20T05:01:34.909Z
sensor.xcel_itron_5_instantaneous_demand_value,1050,2024-10-20T05:01:47.046Z
sensor.xcel_itron_5_instantaneous_demand_value,368,2024-10-20T05:01:53.189Z
sensor.xcel_itron_5_instantaneous_demand_value,791,2024-10-20T05:01:59.434Z
sensor.xcel_itron_5_instantaneous_demand_value,790,2024-10-20T05:02:05.681Z
sensor.xcel_itron_5_instantaneous_demand_value,794,2024-10-20T05:02:11.541Z
sensor.xcel_itron_5_instantaneous_demand_value,793,2024-10-20T05:02:17.355Z
sensor.xcel_itron_5_instantaneous_demand_value,794,2024-10-20T05:02:28.582Z
sensor.xcel_itron_5_instantaneous_demand_value,795,2024-10-20T05:02:34.453Z
sensor.xcel_itron_5_instantaneous_demand_value,759,2024-10-20T05:02:40.085Z
sensor.xcel_itron_5_instantaneous_demand_value,763,2024-10-20T05:02:46.256Z
sensor.xcel_itron_5_instantaneous_demand_value,755,2024-10-20T05:02:53.500Z
sensor.xcel_itron_5_instantaneous_demand_value,767,2024-10-20T05:02:59.592Z
sensor.xcel_itron_5_instantaneous_demand_value,766,2024-10-20T05:03:06.122Z
sensor.xcel_itron_5_instantaneous_demand_value,763,2024-10-20T05:03:11.883Z
sensor.xcel_itron_5_instantaneous_demand_value,761,2024-10-20T05:03:18.280Z
sensor.xcel_itron_5_instantaneous_demand_value,762,2024-10-20T05:03:24.156Z
sensor.xcel_itron_5_instantaneous_demand_value,764,2024-10-20T05:03:30.092Z
sensor.xcel_itron_5_instantaneous_demand_value,765,2024-10-20T05:03:35.791Z
sensor.xcel_itron_5_instantaneous_demand_value,763,2024-10-20T05:03:41.423Z
sensor.xcel_itron_5_instantaneous_demand_value,760,2024-10-20T05:03:47.474Z
sensor.xcel_itron_5_instantaneous_demand_value,366,2024-10-20T05:03:53.199Z
sensor.xcel_itron_5_instantaneous_demand_value,1048,2024-10-20T05:03:58.951Z
sensor.xcel_itron_5_instantaneous_demand_value,1058,2024-10-20T05:04:05.204Z
sensor.xcel_itron_5_instantaneous_demand_value,1071,2024-10-20T05:04:11.140Z
sensor.xcel_itron_5_instantaneous_demand_value,1076,2024-10-20T05:04:16.854Z
sensor.xcel_itron_5_instantaneous_demand_value,1080,2024-10-20T05:04:22.898Z
sensor.xcel_itron_5_instantaneous_demand_value,1069,2024-10-20T05:04:28.629Z
sensor.xcel_itron_5_instantaneous_demand_value,1064,2024-10-20T05:04:34.261Z
sensor.xcel_itron_5_instantaneous_demand_value,1052,2024-10-20T05:04:45.591Z
sensor.xcel_itron_5_instantaneous_demand_value,1003,2024-10-20T05:04:51.413Z
sensor.xcel_itron_5_instantaneous_demand_value,992,2024-10-20T05:04:57.051Z
sensor.xcel_itron_5_instantaneous_demand_value,886,2024-10-20T05:05:03.345Z
sensor.xcel_itron_5_instantaneous_demand_value,878,2024-10-20T05:05:09.590Z
sensor.xcel_itron_5_instantaneous_demand_value,876,2024-10-20T05:05:15.324Z
sensor.xcel_itron_5_instantaneous_demand_value,872,2024-10-20T05:05:21.166Z
sensor.xcel_itron_5_instantaneous_demand_value,869,2024-10-20T05:05:26.922Z
sensor.xcel_itron_5_instantaneous_demand_value,870,2024-10-20T05:05:32.531Z
sensor.xcel_itron_5_instantaneous_demand_value,868,2024-10-20T05:05:38.682Z
sensor.xcel_itron_5_instantaneous_demand_value,864,2024-10-20T05:05:44.775Z
sensor.xcel_itron_5_instantaneous_demand_value,863,2024-10-20T05:05:57.564Z
sensor.xcel_itron_5_instantaneous_demand_value,862,2024-10-20T05:06:03.547Z
sensor.xcel_itron_5_instantaneous_demand_value,863,2024-10-20T05:06:09.737Z
sensor.xcel_itron_5_instantaneous_demand_value,861,2024-10-20T05:06:15.553Z
sensor.xcel_itron_5_instantaneous_demand_value,860,2024-10-20T05:06:27.347Z
sensor.xcel_itron_5_instantaneous_demand_value,858,2024-10-20T05:06:33.254Z
sensor.xcel_itron_5_instantaneous_demand_value,857,2024-10-20T05:06:39.013Z
sensor.xcel_itron_5_instantaneous_demand_value,855,2024-10-20T05:06:45.539Z
sensor.xcel_itron_5_instantaneous_demand_value,858,2024-10-20T05:06:51.403Z
sensor.xcel_itron_5_instantaneous_demand_value,857,2024-10-20T05:06:57.112Z
sensor.xcel_itron_5_instantaneous_demand_value,855,2024-10-20T05:07:03.464Z
